ID,iTree Common Name,iTree Botantical Name,iTree#,iTree Text,DBH,Address,CONDITION,MAINTPRIM,DEFECT,OHUTIL,SEWERVENT,WATERGAS,GSLENGTH,GSWIDTH,NOTES,Planted Date,Site Usage,Quadrant,Management Designation,In the CEJA?,LATITUDE,LONGITUDE,Native or Cultivated,Native Locale,Size Category,Shape or Form,Height (ft),Spread (ft),Growth Rate,Invasiveness,Wildlife,Leaf Description,Fall Color,Bark Color and Texture,Flower Description,Flower Color,Flower Fragrance,"Fruit, Nut, and Seed Descriptions",Plant Care,"Disease, Pests, and Problems",Shape or Form,OPAL Overall,OPAL F,OPAL M,CARE-S Allergy Potential,CARE-S Pollen Transport Mechanisms,CARE-S Pollen Production Amounts,Drough Resistance,Salt Tolerance,Bare Root Transplanting ,Required Soil Volumet,Invasiveness,Soil Preference,Light Exposure,Family (English),Family (Botanic),Suggested Frequency of Planting,Size Category,Native or Cultivated
10093,Dawn redwood,Metasequoia glyptostroboides,4096,MEGL,6,901 BUCHANAN AVE,Fair,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04369706,-76.32159706,Non-native,0,Large,0,70-100,15-25,0,Little,0,0,"Yellow, Orange",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,0,0,Moderately,Large,Non-native
10096,Dawn redwood,Metasequoia glyptostroboides,4096,MEGL,10,901 BUCHANAN AVE,Good,Routine Prune,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0436332,-76.32155174,Non-native,0,Large,0,70-100,15-25,0,Little,0,0,"Yellow, Orange",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,0,0,Moderately,Large,Non-native
10097,Persian ironwood,Parrotia persica,6171,PAPE,6,901 BUCHANAN AVE,Good,Routine Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04538671,-76.32126946,Non-native,Northern Iran,Medium,Oval to round form,20-40,15-30,Moderate,Little,Provides habitat for various bird species; attractive to pollinators,"Simple, alternate leaves, 2-5 inches long; dark green in summer, turning yellow, red, and orange in fall","Yellow, Orange, Red","Smooth gray bark that exfoliates to reveal patches of green, tan, and white",Inconspicuous; petal-less flowers with red stamens in early spring,Inconspicuous,Not Fragrant,"Small, non-ornamental capsules",Not Fragrant,Potential issues with Japanese beetles; generally pest-free,Oval to round form,No Data,No Data,No Data,Further investigations are needed,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,High,Poor,Easy,50,Little,"Prefers moist, well-drained, acidic soils; tolerates alkaline soil, dry sites, and occasional drought",Full sun to partial shade,Witch Hazel,Hamamelidaceae,Moderately,Medium,Non-native
10098,Norway maple,Acer platanoides,1676,ACPL,8,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,SLF,,Tree,NWQ,Park,No,40.04398686,-76.32334381,Non-native,"Europe, Western Asia",Medium,"Broad, rounded crown",40-60,35-50,Fast,High,Provides habitat and food for various bird species,"Leaves are opposite, simple, 4-7 inches long, 5-lobed; dark green; yellow fall color",Yellow,"Gray-brown bark, becoming furrowed with age",Inconspicuous; small yellow-green flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,Susceptible to tar spot and leaf scorch; shallow roots can disrupt pavements,"Broad, rounded crown",8,0,0,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Somewhat tolerant,Medium,30,High,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Medium,Non-native
10099,Green ash,Fraxinus pennsylvanica,3394,FRPE,28,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04432395,-76.32216708,Native to North America,0,Large,0,50-80,40-50,0,Medium,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Tolerant,High,50,Medium,0,0,0,0,Frequently,Large,Native to North America
10100,Red maple,Acer rubrum,1678,ACRU,2,901 BUCHANAN AVE,Good,Train,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04557048,-76.3205777,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
10106,American elm,Ulmus americana,5903,ULAM,14,901 BUCHANAN AVE,Good,Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04399781,-76.32345825,nativar,Eastern North America,Large,Vase-shaped with arching branches,60-70,50-60,Fast,Little,Seeds are a food source for birds and small mammals,"3-6 inches long; oval to oblong with serrated margins; dark green above, paler below; turns yellow in fall",Yellow,"Dark gray, deeply furrowed bark","Inconspicuous; small, clustered flowers",Inconspicuous,Not Fragrant,"Samaras, 0.5 inches long; winged seeds",Not Fragrant,Highly susceptible to Dutch elm disease; monitor for elm leaf beetle and other pests,Vase-shaped with arching branches,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Moist, well-drained soils",Full sun to partial shade,Elm,Ulmaceae,Sparingly,Large,nativar
10109,Eastern redbud,Cercis canadensis,2311,CECA,3,901 BUCHANAN AVE,Fair,Train,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04560475,-76.32078543,Native,Eastern North America,Small,Rounded to spreading,20-35,15-25,Moderate,Little,Attracts pollinators; provides habitat and food for various bird species and mammals,"Heart-shaped leaves, 3-5 inches long; reddish when young, turning dark green in summer and yellow in fall",Yellow,"Smooth, dark bark with lenticels; becomes scaly with age","Rosy-pink to magenta flowers in clusters, blooming in early spring before leaves emerge",Pink,Not Fragrant,"Flattened, brown seed pods, 2-4 inches long, maturing in late summer",Not Fragrant,"Susceptible to canker, verticillium wilt, and leaf spots; avoid overwatering",Rounded to spreading,No Data,No Data,No Data,No Data,No Data,No Data,High,Tolerant,Moderately Difficult,50,Little,"Prefers moist, well-drained soils; tolerates alkaline and clay soils",Full sun to partial shade,Pea,Fabaceae,Moderately,Small,Native
10110,Japanese zelkova,Zelkova serrata,6044,ZESE,9,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04543693,-76.32129513,Non-native,"Japan, Korea, China",Large,Vase-shaped with spreading crown,60-80,50-60,Fast,Little,Seeds are a food source for birds and small mammals,1-3 inches long; elliptical with serrated margins; turns yellow to reddish-brown in fall,Orange,Exfoliating bark with orange-brown patches,"Small, inconspicuous flowers in clusters",Inconspicuous,Not Fragrant,"Small drupes, less than 0.5 inches long",Not Fragrant,Resistant to Dutch elm disease; monitor for pests,Vase-shaped with spreading crown,10,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Poor,Moderately Difficult,50,Little,"Moist, well-drained soils",Full sun,Elm,Ulmaceae,Moderately,Large,Non-native
10111,Higan cherry,Prunus subhirtella,4731,PRSU,8,901 BUCHANAN AVE,Fair,Routine Prune,Tree architecture,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04355829,-76.321423,Non-native,0,Medium,0,25-35,25-35,0,Little,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,Rose,Rosaceae,Sparingly,Medium,Non-native
10113,Paperbark maple,Acer griseum,1667,ACGR,12,901 BUCHANAN AVE,Fair,Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04416377,-76.32208579,Non-native,Central China,Small,Upright to oval crown,20-30,15-25,Slow,Little,Provides habitat and food for various bird species,"Leaves are opposite, trifoliate, 3-6 inches long; dark green above, bluish-green beneath; red to orange fall color",Red,"Cinnamon-brown bark that peels in thin, papery strips",Inconspicuous; small yellow-green flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,Generally free of serious pests and diseases,Upright to oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Poor,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; tolerates a range of soil types",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Small,Non-native
10116,Soulard crab,Malus x soulardii,4001,MASY3,5,901 BUCHANAN AVE,Fair,Routine Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04557824,-76.32086521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10117,Eastern hemlock,Tsuga canadensis,5895,TSCA,35,901 BUCHANAN AVE,Poor,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04418452,-76.32225589,Native to North America,0,Large,0,60-80,30-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Not tolerant,Medium,50,Low,0,0,0,0,Frequently,Large,Native to North America
10120,Kousa dogwood,Cornus kousa,2577,COKO,5,901 BUCHANAN AVE,Fair,Routine Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04539926,-76.32135788,Non-native,Asia,Small,"Broad, round form",20-30,15-20,Slow,Little,Attracts insect pollinators,"Opposite, simple, elliptical leaves; dark green turning burgundy-red in fall","Red, Purple","Gray-brown, slightly exfoliating bark","White, 1-2 inch pointed bracts above foliage in June",Pink,Not Fragrant,"Raspberry-like, 1-inch red fruit appearing in August",Not Fragrant,Can develop root rot in heavy clay soils; affected by borers and leaf spots; resistant to anthracnose,"Broad, round form",5,0,0,0,Insect Pollination and Wind Pollination,Medium Pollen Production,Moderate,Poor,Difficult,50,Little,"Acidic, moist, well-drained soil",Full sun to partial shade,Dogwood,Cornaceae,Sparingly,Small,Non-native
10121,London planetree,Platanus x hybrida,4563,PLAC,10,901 BUCHANAN AVE,Good,Routine Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04403751,-76.32359952,Non-native,Hybrid origin (P. occidentalis � P. orientalis),Large,"Broad, rounded crown",70-100,50-70,Fast,Little,Provides habitat and food for various bird species,"Leaves are alternate, simple, 5-9 inches long, palmately lobed with 3-5 lobes; medium to dark green; yellow-brown fall color",Yellow,"Mottled bark with patches of white, gray, and green; exfoliates to reveal creamy inner bark",Inconspicuous; small greenish flowers in clusters,Green,Not Fragrant,"Spherical fruit clusters (1 inch diameter) composed of multiple achenes, persisting into winter",Not Fragrant,Susceptible to anthracnose and powdery mildew; resistant cultivars like EXCLAMATION!� are available,"Broad, rounded crown",No Data,No Data,No Data,4,Primarily Wind Pollination,High Pollen Production,High,Poor,Easy,50,Little,"Prefers moist, well-drained soils; tolerates urban conditions and pollution",Full sun,Plane,Platanaceae,Moderately,Large,Non-native
10122,Black cherry,Prunus serotina,4726,PRSE1,36,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0435985,-76.3213715,Native to North America,0,Large,0,50-80,20-40,0,Low,0,0,"Yellow, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Not tolerant,Medium,50,Low,0,0,Rose,Rosaceae,Frequently,Large,Native to North America
10126,London planetree,Platanus x hybrida,4563,PLAC,6,901 BUCHANAN AVE,Good,Train,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0456301,-76.32088779,Non-native,Hybrid origin (P. occidentalis � P. orientalis),Large,"Broad, rounded crown",70-100,50-70,Fast,Little,Provides habitat and food for various bird species,"Leaves are alternate, simple, 5-9 inches long, palmately lobed with 3-5 lobes; medium to dark green; yellow-brown fall color",Yellow,"Mottled bark with patches of white, gray, and green; exfoliates to reveal creamy inner bark",Inconspicuous; small greenish flowers in clusters,Green,Not Fragrant,"Spherical fruit clusters (1 inch diameter) composed of multiple achenes, persisting into winter",Not Fragrant,Susceptible to anthracnose and powdery mildew; resistant cultivars like EXCLAMATION!� are available,"Broad, rounded crown",No Data,No Data,No Data,4,Primarily Wind Pollination,High Pollen Production,High,Poor,Easy,50,Little,"Prefers moist, well-drained soils; tolerates urban conditions and pollution",Full sun,Plane,Platanaceae,Moderately,Large,Non-native
10129,Eastern hemlock,Tsuga canadensis,5895,TSCA,24,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04410846,-76.32228298,Native to North America,0,Large,0,60-80,30-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Not tolerant,Medium,50,Low,0,0,0,0,Frequently,Large,Native to North America
10130,Sugar maple,Acer saccharum,1680,ACSA2,7,901 BUCHANAN AVE,Good,Routine Prune,Tree architecture,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04406352,-76.32369608,nativar,Eastern North America,Large,"Dense, rounded crown",45-50,6-10,Medium,Little,Provides habitat and food for various bird species; source of maple syrup,"Leaves are opposite, simple, 3-6 inches long, with 5 lobes; dark green above, paler below; brilliant yellow to burnt-orange fall color","Yellow, Red","Gray-brown bark, becoming deeply furrowed with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch, tar spot, and verticillium wilt; sensitive to road salt","Dense, rounded crown",0,1,10,1,Primarily Wind Pollination,Reduced Pollen Production,Moderate,Poor,Easy,30,Little,"Prefers moist, well-drained soils; intolerant of compacted soils and pollution",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Large,nativar
10131,Paperbark maple,Acer griseum,1667,ACGR,5,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04543365,-76.32137927,Non-native,Central China,Small,Upright to oval crown,20-30,15-25,Slow,Little,Provides habitat and food for various bird species,"Leaves are opposite, trifoliate, 3-6 inches long; dark green above, bluish-green beneath; red to orange fall color",Red,"Cinnamon-brown bark that peels in thin, papery strips",Inconspicuous; small yellow-green flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,Generally free of serious pests and diseases,Upright to oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Poor,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; tolerates a range of soil types",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Small,Non-native
10132,Red maple,Acer rubrum,1678,ACRU,9,901 BUCHANAN AVE,Poor,Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04353306,-76.32126541,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
10136,Eastern redbud,Cercis canadensis,2311,CECA,4,901 BUCHANAN AVE,Poor,Train,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04570154,-76.32097811,Native,Eastern North America,Small,Rounded to spreading,20-35,15-25,Moderate,Little,Attracts pollinators; provides habitat and food for various bird species and mammals,"Heart-shaped leaves, 3-5 inches long; reddish when young, turning dark green in summer and yellow in fall",Yellow,"Smooth, dark bark with lenticels; becomes scaly with age","Rosy-pink to magenta flowers in clusters, blooming in early spring before leaves emerge",Pink,Not Fragrant,"Flattened, brown seed pods, 2-4 inches long, maturing in late summer",Not Fragrant,"Susceptible to canker, verticillium wilt, and leaf spots; avoid overwatering",Rounded to spreading,No Data,No Data,No Data,No Data,No Data,No Data,High,Tolerant,Moderately Difficult,50,Little,"Prefers moist, well-drained soils; tolerates alkaline and clay soils",Full sun to partial shade,Pea,Fabaceae,Moderately,Small,Native
10139,Ginkgo,Ginkgo biloba,3452,GIBI,24,901 BUCHANAN AVE,Fair,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04364406,-76.32132128,Non-native,China,Large,"Pyramidal when young, becoming broad and spreading with age",40-60,20-30,Slow to medium,Little,Provides habitat for various bird species; seeds consumed by wildlife,"Leaves are fan-shaped, 2-3 inches wide, often with a central notch; bright green, turning vibrant yellow in fall",Yellow,"Light gray to brown bark, becoming furrowed with age","Inconspicuous; male trees produce catkins, female trees produce ovules",Inconspicuous,Not Fragrant,Fleshy seeds with a strong odor on female trees; often avoided in landscape plantings,Not Fragrant,Generally free of serious pests and diseases; resistant to air pollution,"Pyramidal when young, becoming broad and spreading with age",0,2,7,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Ginkgo,Ginkgoaceae,Moderately,Large,Non-native
10140,Red maple,Acer rubrum,1678,ACRU,4,901 BUCHANAN AVE,Good,Train,None,No,No,No,0,0,SLF,,Tree,NWQ,Park,No,40.04409637,-76.32397324,nativar,0,Large,0,50-60,15-25,0,Little,0,0,"Yellow, Orange, Red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Easy,30,Little,0,0,Soapberry,Sapindaceae,Sparingly,Large,nativar
10141,yew spp,Taxus,1181,TA,28,901 BUCHANAN AVE,Fair,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.0441511,-76.32256598,Non-native,0,Small,0,5-50,5-25,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Small,Non-native
10142,American elm,Ulmus americana,5903,ULAM,9,901 BUCHANAN AVE,Good,Prune,Root problems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04549369,-76.32140494,nativar,Eastern North America,Large,Vase-shaped with arching branches,60-70,50-60,Fast,Little,Seeds are a food source for birds and small mammals,"3-6 inches long; oval to oblong with serrated margins; dark green above, paler below; turns yellow in fall",Yellow,"Dark gray, deeply furrowed bark","Inconspicuous; small, clustered flowers",Inconspicuous,Not Fragrant,"Samaras, 0.5 inches long; winged seeds",Not Fragrant,Highly susceptible to Dutch elm disease; monitor for elm leaf beetle and other pests,Vase-shaped with arching branches,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Moist, well-drained soils",Full sun to partial shade,Elm,Ulmaceae,Sparingly,Large,nativar
10146,Northern catalpa,Catalpa speciosa,2234,CASP,28,901 BUCHANAN AVE,Poor,Prune,Cracks,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04425707,-76.32391834,Native to North America,North America (Midwest),Large,"Irregular, narrow, oval, upright",50-90,20-40,Fast,Low,Insect pollinators,"Simple, heart-shaped leaves, 6-10 inches long; yellow-green to brown fall color",Yellow,"Gray-brown, scaly with age","Upright clusters of white, bell-shaped flowers with orange stripes and purple spots, blooming in late spring to early summer",White,Fragrant,"Pod-like capsules, 8-20 inches long, filled with winged seeds",Fragrant,"Susceptible to verticillium wilt, leaf spots, and powdery mildew; weak wood and branch structure; messy fruit","Irregular, narrow, oval, upright",No Data,No Data,No Data,Further investigations are needed,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Moderate,Somewhat tolerant,Medium,50,Low,"Alkaline soil, moist, well-drained soil",Full sun,Bignonia,Bignoniaceae,Frequently,Large,Native to North America
10149,American beech,Fagus grandifolia,3312,FAGR,3,901 BUCHANAN AVE,Fair,Train,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04567619,-76.32083059,Native to North America,0,Large,0,60-80,40-60,0,Low,0,0,"Bronze, Yellow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Not tolerant,Medium,50,Low,0,0,0,0,Frequently,Large,Native to North America
10150,American elm,Ulmus americana,5903,ULAM,10,901 BUCHANAN AVE,Fair,Prune,Broken and/or hanging branches,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04547295,-76.32146198,nativar,Eastern North America,Large,Vase-shaped with arching branches,60-70,50-60,Fast,Little,Seeds are a food source for birds and small mammals,"3-6 inches long; oval to oblong with serrated margins; dark green above, paler below; turns yellow in fall",Yellow,"Dark gray, deeply furrowed bark","Inconspicuous; small, clustered flowers",Inconspicuous,Not Fragrant,"Samaras, 0.5 inches long; winged seeds",Not Fragrant,Highly susceptible to Dutch elm disease; monitor for elm leaf beetle and other pests,Vase-shaped with arching branches,8,0,0,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Easy,50,Little,"Moist, well-drained soils",Full sun to partial shade,Elm,Ulmaceae,Sparingly,Large,nativar
10151,Callery pear,Pyrus calleryana,4810,PYCA,15,901 BUCHANAN AVE,Fair,Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04377289,-76.32123928,Non-native,0,Medium,0,30-50,20-30,0,Medium,0,0,"Red, Orange, Yellow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Somewhat tolerant,Medium,50,Medium,0,0,0,0,Sparingly,Medium,Non-native
10152,Flowering dogwood,Cornus florida,2573,COFL,2,901 BUCHANAN AVE,Fair,Train,Dead and dying parts,No,No,No,0,0,3 stems,,Tree,NWQ,Park,No,40.04418106,-76.32276017,Non-native,Hybrid (C. florida � C. kousa),Small,"Multi-stemmed, round form",15-25,15-25,Moderate,None,Attracts birds and insect pollinators,"Opposite, simple leaves; characteristics intermediate between parents",Purple,Not specified,Four white or pink bracts with true flowers clustered at the center,Pink,Not Fragrant,Clusters of bright red fruit ripen in fall,Not Fragrant,Resistant to dogwood borer and anthracnose; may be difficult to find in nurseries,"Multi-stemmed, round form",5,0,0,0,Insect Pollination and Wind Pollination,Medium Pollen Production,Poor,Poor,Difficult,50,None,"Acidic, moist, well-drained soil",Full sun to partial shade,Dogwood,Cornaceae,Sparingly,Small,Non-native
10158,Sugar maple,Acer saccharum,1680,ACSA2,32,901 BUCHANAN AVE,Poor,Prune,Missing or decayed wood,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04422779,-76.32365674,nativar,Eastern North America,Large,"Dense, rounded crown",45-50,6-10,Medium,Little,Provides habitat and food for various bird species; source of maple syrup,"Leaves are opposite, simple, 3-6 inches long, with 5 lobes; dark green above, paler below; brilliant yellow to burnt-orange fall color","Yellow, Red","Gray-brown bark, becoming deeply furrowed with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch, tar spot, and verticillium wilt; sensitive to road salt","Dense, rounded crown",0,1,10,1,Primarily Wind Pollination,Reduced Pollen Production,Moderate,Poor,Easy,30,Little,"Prefers moist, well-drained soils; intolerant of compacted soils and pollution",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Large,nativar
10159,Callery pear,Pyrus calleryana,4810,PYCA,11,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04378108,-76.32130345,Non-native,0,Medium,0,30-50,20-30,0,Medium,0,0,"Red, Orange, Yellow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Somewhat tolerant,Medium,50,Medium,0,0,0,0,Sparingly,Medium,Non-native
10160,Higan cherry,Prunus subhirtella,4731,PRSU,5,901 BUCHANAN AVE,Good,Train,None,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04429745,-76.32282339,Non-native,0,Medium,0,25-35,25-35,0,Little,0,0,Yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moderate,Poor,Difficult,50,Little,0,0,Rose,Rosaceae,Sparingly,Medium,Non-native
10162,Paperbark maple,Acer griseum,1667,ACGR,5,901 BUCHANAN AVE,Fair,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04548987,-76.32132508,Non-native,Central China,Small,Upright to oval crown,20-30,15-25,Slow,Little,Provides habitat and food for various bird species,"Leaves are opposite, trifoliate, 3-6 inches long; dark green above, bluish-green beneath; red to orange fall color",Red,"Cinnamon-brown bark that peels in thin, papery strips",Inconspicuous; small yellow-green flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,Generally free of serious pests and diseases,Upright to oval crown,0,1,10,1,Insect Pollination w/ little to no Wind Pollination,Medium Pollen Production,Poor,Tolerant,Easy,30,Little,"Prefers moist, well-drained soils; tolerates a range of soil types",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Small,Non-native
10163,Sugar maple,Acer saccharum,1680,ACSA2,4,901 BUCHANAN AVE,Good,Train,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04575225,-76.32096607,nativar,Eastern North America,Large,"Dense, rounded crown",45-50,6-10,Medium,Little,Provides habitat and food for various bird species; source of maple syrup,"Leaves are opposite, simple, 3-6 inches long, with 5 lobes; dark green above, paler below; brilliant yellow to burnt-orange fall color","Yellow, Red","Gray-brown bark, becoming deeply furrowed with age",Inconspicuous; small greenish-yellow flowers in clusters,Green-Yellow,Not Fragrant,"Paired winged samaras, maturing in late summer",Not Fragrant,"Susceptible to leaf scorch, tar spot, and verticillium wilt; sensitive to road salt","Dense, rounded crown",0,1,10,1,Primarily Wind Pollination,Reduced Pollen Production,Moderate,Poor,Easy,30,Little,"Prefers moist, well-drained soils; intolerant of compacted soils and pollution",Full sun to partial shade,Soapberry,Sapindaceae,Sparingly,Large,nativar
10167,Norway spruce,Picea abies,4416,PIAB,24,901 BUCHANAN AVE,Good,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04557339,-76.32103915,Non-native,0,Large,0,60-100,25-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Somewhat tolerant,Medium,50,Low,0,0,0,0,Sparingly,Large,Non-native
10169,Eastern hemlock,Tsuga canadensis,5895,TSCA,26,901 BUCHANAN AVE,Poor,Prune,Dead and dying parts,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04435392,-76.32270899,Native to North America,0,Large,0,60-80,30-40,0,Low,0,0,No significant change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,Not tolerant,Medium,50,Low,0,0,0,0,Frequently,Large,Native to North America
10172,Ginkgo,Ginkgo biloba,3452,GIBI,6,901 BUCHANAN AVE,Good,Routine Prune,Weakly attached branches and codominant stems,No,No,No,0,0,,,Tree,NWQ,Park,No,40.04547022,-76.32125592,Non-native,China,Large,"Pyramidal when young, becoming broad and spreading with age",40-60,20-30,Slow to medium,Little,Provides habitat for various bird species; seeds consumed by wildlife,"Leaves are fan-shaped, 2-3 inches wide, often with a central notch; bright green, turning vibrant yellow in fall",Yellow,"Light gray to brown bark, becoming furrowed with age","Inconspicuous; male trees produce catkins, female trees produce ovules",Inconspicuous,Not Fragrant,Fleshy seeds with a strong odor on female trees; often avoided in landscape plantings,Not Fragrant,Generally free of serious pests and diseases; resistant to air pollution,"Pyramidal when young, becoming broad and spreading with age",0,2,7,2,Primarily Wind Pollination,Medium Pollen Production,High,Tolerant,Difficult,50,Little,"Prefers moist, well-drained soils; tolerates poor soils and urban conditions",Full sun,Ginkgo,Ginkgoaceae,Moderately,Large,Non-native
